coordinates,name,description,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,severitytext,source,iso3,eventtype,GDACS ID,People affected,Countries,Start Date - Last detection,Duration (days),Burned area
"[108.09552596336793, 61.17408668416003]",Forest fires in Russian Federation,Forest fires in Russian Federation,Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1,GREEN,1.0,Russian Federation,2021-07-24T00:00:00,2021-08-04T00:00:00,7326.0,Green impact for forestfire in 7326 ha,GWIS,RUS,WF,WF 1001334,0 in the burned area,Russian Federation,24 Jul 2021  - 04 Aug 2021 ,11,7326 ha
"[22.47324138203387, -19.59093666446198]",Forest fires in Botswana,Forest fires in Botswana,Green Forest fires in Botswana from: 26 Aug 2021 to: 14 Sep 2021.,Green,1,Green,0.5,Botswana,2021-08-26T00:00:00,2021-09-14T00:00:00,37573.0,Green impact for forestfire in 37573 ha,GWIS,BWA,WF,WF 1002390,0 in the burned area,Botswana,26 Aug 2021  - 14 Sep 2021 ,19,37573 ha
"[22.47164738321739, -19.589230366899212]",Forest fires in Botswana,Forest fires in Botswana,Green Forest fires in Botswana from: 26 Aug 2021 to: 12 Sep 2021.,Green,1,Green,0.5,Botswana,2021-08-26T00:00:00,2021-09-12T00:00:00,37072.0,Green impact for forestfire in 37072 ha,GWIS,BWA,WF,WF 1002378,0 in the burned area,Botswana,26 Aug 2021  - 12 Sep 2021 ,17,37072 ha
"[22.470450619066014, -19.5878522895044]",Forest fires in Botswana,Forest fires in Botswana,Green Forest fires in Botswana from: 26 Aug 2021 to: 11 Sep 2021.,Green,1,Green,0.5,Botswana,2021-08-26T00:00:00,2021-09-11T00:00:00,36716.0,Green impact for forestfire in 36716 ha,GWIS,BWA,WF,WF 1002367,0 in the burned area,Botswana,26 Aug 2021  - 11 Sep 2021 ,16,36716 ha
"[118.44429528939467, 66.0108169125268]",Forest fires in Russian Federation,Forest fires in Russian Federation,Green Forest fires in Russian Federation from: 31 Aug 2021 to: 10 Sep 2021.,Green,1,Green,0.5,Russian Federation,2021-08-31T00:00:00,2021-09-10T00:00:00,28936.0,Green impact for forestfire in 28936 ha,GWIS,RUS,WF,WF 1002331,0 in the burned area,Russian Federation,31 Aug 2021  - 10 Sep 2021 ,10,28936 ha
"[-113.83003711376392, 45.58565257194601]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 30 Aug 2021 to: 10 Sep 2021.,Green,1,Green,0.5,United States,2021-08-30T00:00:00,2021-09-10T00:00:00,6872.0,Green impact for forestfire in 6872 ha,GWIS,USA,WF,WF 1002336,1 in the burned area,United States,30 Aug 2021  - 10 Sep 2021 ,11,6872 ha
"[-115.21864629268521, 44.55486843487146]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 30 Aug 2021 to: 10 Sep 2021.,Green,1,Green,0.5,United States,2021-08-30T00:00:00,2021-09-10T00:00:00,27933.0,Green impact for forestfire in 27933 ha,GWIS,USA,WF,WF 1002337,0 in the burned area,United States,30 Aug 2021  - 10 Sep 2021 ,11,27933 ha
"[-63.68203142965086, -13.449216291556837]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 28 Aug 2021 to: 10 Sep 2021.,Green,1,Green,0.5,Bolivia,2021-08-28T00:00:00,2021-09-10T00:00:00,5502.0,Green impact for forestfire in 5502 ha,GWIS,BOL,WF,WF 1002342,0 in the burned area,Bolivia,28 Aug 2021  - 10 Sep 2021 ,13,5502 ha
"[22.47035706907527, -19.58983380102311]",Forest fires in Botswana,Forest fires in Botswana,Green Forest fires in Botswana from: 26 Aug 2021 to: 10 Sep 2021.,Green,1,Green,0.5,Botswana,2021-08-26T00:00:00,2021-09-10T00:00:00,35984.0,Green impact for forestfire in 35984 ha,GWIS,BWA,WF,WF 1002347,0 in the burned area,Botswana,26 Aug 2021  - 10 Sep 2021 ,15,35984 ha
"[22.47055444217988, -19.588952395857678]",Forest fires in Botswana,Forest fires in Botswana,Green Forest fires in Botswana from: 26 Aug 2021 to: 10 Sep 2021.,Green,1,Green,0.5,Botswana,2021-08-26T00:00:00,2021-09-10T00:00:00,36354.0,Green impact for forestfire in 36354 ha,GWIS,BWA,WF,WF 1002356,0 in the burned area,Botswana,26 Aug 2021  - 10 Sep 2021 ,15,36354 ha
"[22.208903312198128, -17.641938954908365]",Forest fires in Angola,Forest fires in Angola,Green Forest fires in Angola from: 21 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,Angola,2021-08-21T00:00:00,2021-09-09T00:00:00,86687.0,Green impact for forestfire in 86687 ha,GWIS,AGO,WF,WF 1002348,0 in the burned area,Angola,21 Aug 2021  - 09 Sep 2021 ,19,86687 ha
"[-122.74906901772258, 43.1201309882538]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 30 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-30T00:00:00,2021-09-09T00:00:00,8785.0,Green impact for forestfire in 8785 ha,GWIS,USA,WF,WF 1002339,0 in the burned area,United States,30 Aug 2021  - 09 Sep 2021 ,10,8785 ha
"[-59.786904410280805, -16.434358539421556]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 29 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,Bolivia,2021-08-29T00:00:00,2021-09-09T00:00:00,16285.0,Green impact for forestfire in 16285 ha,GWIS,BOL,WF,WF 1002340,0 in the burned area,Bolivia,29 Aug 2021  - 09 Sep 2021 ,11,16285 ha
"[-123.28820820977685, 40.60091753747502]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-09T00:00:00,9602.0,Green impact for forestfire in 9602 ha,GWIS,USA,WF,WF 1002332,17 in the burned area,United States,31 Aug 2021  - 09 Sep 2021 ,9,9602 ha
"[-123.31702281151284, 41.62960002531885]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-09T00:00:00,9808.0,Green impact for forestfire in 9808 ha,GWIS,USA,WF,WF 1002333,0 in the burned area,United States,31 Aug 2021  - 09 Sep 2021 ,9,9808 ha
"[-123.20473421652397, 40.86402064019061]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-09T00:00:00,6174.0,Green impact for forestfire in 6174 ha,GWIS,USA,WF,WF 1002334,0 in the burned area,United States,31 Aug 2021  - 09 Sep 2021 ,9,6174 ha
"[-123.17626794231239, 41.04000293029315]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 30 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-30T00:00:00,2021-09-09T00:00:00,12196.0,Green impact for forestfire in 12196 ha,GWIS,USA,WF,WF 1002335,0 in the burned area,United States,30 Aug 2021  - 09 Sep 2021 ,10,12196 ha
"[-123.32080056705394, 41.63446546135242]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-09T00:00:00,6415.0,Green impact for forestfire in 6415 ha,GWIS,USA,WF,WF 1002268,0 in the burned area,United States,31 Aug 2021  - 09 Sep 2021 ,9,6415 ha
"[-120.37026475855407, 40.01835293346804]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-09T00:00:00,24226.0,Green impact for forestfire in 24226 ha,GWIS,USA,WF,WF 1002327,0 in the burned area,United States,31 Aug 2021  - 09 Sep 2021 ,9,24226 ha
"[-121.40247101540328, 40.59282146570017]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-09T00:00:00,20865.0,Green impact for forestfire in 20865 ha,GWIS,USA,WF,WF 1002328,8 in the burned area,United States,31 Aug 2021  - 09 Sep 2021 ,9,20865 ha
"[-121.17387834378792, 40.53855106043389]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-09T00:00:00,5402.0,Green impact for forestfire in 5402 ha,GWIS,USA,WF,WF 1002329,0 in the burned area,United States,31 Aug 2021  - 09 Sep 2021 ,9,5402 ha
"[-122.08085773095463, 44.86575130372584]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-09T00:00:00,6373.0,Green impact for forestfire in 6373 ha,GWIS,USA,WF,WF 1002330,0 in the burned area,United States,31 Aug 2021  - 09 Sep 2021 ,9,6373 ha
"[-123.17324533915473, 41.044603087622974]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 30 Aug 2021 to: 08 Sep 2021.,Green,1,Green,0.5,United States,2021-08-30T00:00:00,2021-09-08T00:00:00,7701.0,Green impact for forestfire in 7701 ha,GWIS,USA,WF,WF 1002269,0 in the burned area,United States,30 Aug 2021  - 08 Sep 2021 ,9,7701 ha
"[-121.40494512668774, 40.543323491898974]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 31 Aug 2021 to: 08 Sep 2021.,Green,1,Green,0.5,United States,2021-08-31T00:00:00,2021-09-08T00:00:00,6276.0,Green impact for forestfire in 6276 ha,GWIS,USA,WF,WF 1002270,0 in the burned area,United States,31 Aug 2021  - 08 Sep 2021 ,8,6276 ha
"[118.45632842932301, 66.05459331515152]",Forest fires in Russian Federation,Forest fires in Russian Federation,GREEN Forest fires in Russian Federation from: 31 Aug 2021 to: 08 Sep 2021.,GREEN,1,GREEN,0.5,Russian Federation,2021-08-31T00:00:00,2021-09-08T00:00:00,13520.0,Green impact for forestfire in 13520 ha,GWIS,RUS,WF,WF 1002265,0 in the burned area,Russian Federation,31 Aug 2021  - 08 Sep 2021 ,8,13520 ha
"[-58.37083669194812, -17.520644738044535]",Forest fires in Bolivia,Forest fires in Bolivia,GREEN Forest fires in Bolivia from: 27 Aug 2021 to: 08 Sep 2021.,GREEN,1,GREEN,0.5,Bolivia,2021-08-27T00:00:00,2021-09-08T00:00:00,10624.0,Green impact for forestfire in 10624 ha,GWIS,BOL,WF,WF 1002267,0 in the burned area,Bolivia,27 Aug 2021  - 08 Sep 2021 ,12,10624 ha
"[-59.45590004229198, -16.71713616210564]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 27 Aug 2021 to: 08 Sep 2021.,Green,1,Green,0.5,Bolivia,2021-08-27T00:00:00,2021-09-08T00:00:00,12459.0,Green impact for forestfire in 12459 ha,GWIS,BOL,WF,WF 1002345,0 in the burned area,Bolivia,27 Aug 2021  - 08 Sep 2021 ,12,12459 ha
"[-58.37083669194812, -17.520644738044535]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 27 Aug 2021 to: 08 Sep 2021.,Green,1,Green,0.5,Bolivia,2021-08-27T00:00:00,2021-09-08T00:00:00,10624.0,Green impact for forestfire in 10624 ha,GWIS,BOL,WF,WF 1002346,0 in the burned area,Bolivia,27 Aug 2021  - 08 Sep 2021 ,12,10624 ha
"[-59.45590004229198, -16.71713616210564]",Forest fires in Bolivia,Forest fires in Bolivia,GREEN Forest fires in Bolivia from: 27 Aug 2021 to: 08 Sep 2021.,GREEN,1,GREEN,0.5,Bolivia,2021-08-27T00:00:00,2021-09-08T00:00:00,12459.0,Green impact for forestfire in 12459 ha,GWIS,BOL,WF,WF 1002128,0 in the burned area,Bolivia,27 Aug 2021  - 08 Sep 2021 ,12,12459 ha
"[-115.24520717959416, 44.551664244689]",Forest fires in United States,Forest fires in United States,Green Forest fires in United States from: 30 Aug 2021 to: 08 Sep 2021.,Green,1,Green,0.5,United States,2021-08-30T00:00:00,2021-09-08T00:00:00,18714.0,Green impact for forestfire in 18714 ha,GWIS,USA,WF,WF 1002159,0 in the burned area,United States,30 Aug 2021  - 08 Sep 2021 ,9,18714 ha
"[-59.77996454101801, -16.438314420346128]",Forest fires in Bolivia,Forest fires in Bolivia,GREEN Forest fires in Bolivia from: 29 Aug 2021 to: 08 Sep 2021.,GREEN,1,GREEN,0.5,Bolivia,2021-08-29T00:00:00,2021-09-08T00:00:00,14742.0,Green impact for forestfire in 14742 ha,GWIS,BOL,WF,WF 1002197,0 in the burned area,Bolivia,29 Aug 2021  - 08 Sep 2021 ,10,14742 ha
"[-59.381199583898095, -17.037228124676382]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 27 Aug 2021 to: 07 Sep 2021.,Green,1,Green,0.5,Bolivia,2021-08-27T00:00:00,2021-09-07T00:00:00,15273.0,Green impact for forestfire in 15273 ha,GWIS,BOL,WF,WF 1002343,0 in the burned area,Bolivia,27 Aug 2021  - 07 Sep 2021 ,11,15273 ha
"[-59.41144616451692, -17.24398863796172]",Forest fires in Bolivia,Forest fires in Bolivia,Green Forest fires in Bolivia from: 27 Aug 2021 to: 07 Sep 2021.,Green,1,Green,0.5,Bolivia,2021-08-27T00:00:00,2021-09-07T00:00:00,14856.0,Green impact for forestfire in 14856 ha,GWIS,BOL,WF,WF 1002344,0 in the burned area,Bolivia,27 Aug 2021  - 07 Sep 2021 ,11,14856 ha
"[-56.991229763045716, -17.049354017415588]",Forest fires in Brazil,Forest fires in Brazil,Green Forest fires in Brazil from: 28 Aug 2021 to: 07 Sep 2021.,Green,1,Green,0.5,Brazil,2021-08-28T00:00:00,2021-09-07T00:00:00,7706.0,Green impact for forestfire in 7706 ha,GWIS,BRA,WF,WF 1002341,0 in the burned area,Brazil,28 Aug 2021  - 07 Sep 2021 ,10,7706 ha
"[-120.37049192256255, 40.01839378570827]",Forest fires in United States,Forest fires in United States,GREEN Forest fires in United States from: 31 Aug 2021 to: 07 Sep 2021.,GREEN,1,GREEN,0.5,United States,2021-08-31T00:00:00,2021-09-07T00:00:00,24111.0,Green impact for forestfire in 24111 ha,GWIS,USA,WF,WF 1002222,0 in the burned area,United States,31 Aug 2021  - 07 Sep 2021 ,7,24111 ha
"[-56.991229763045716, -17.049354017415588]",Forest fires in Brazil,Forest fires in Brazil,GREEN Forest fires in Brazil from: 28 Aug 2021 to: 07 Sep 2021.,GREEN,1,GREEN,0.5,Brazil,2021-08-28T00:00:00,2021-09-07T00:00:00,7706.0,Green impact for forestfire in 7706 ha,GWIS,BRA,WF,WF 1002125,0 in the burned area,Brazil,28 Aug 2021  - 07 Sep 2021 ,10,7706 ha
"[-59.41144616451692, -17.24398863796172]",Forest fires in Bolivia,Forest fires in Bolivia,GREEN Forest fires in Bolivia from: 27 Aug 2021 to: 07 Sep 2021.,GREEN,1,GREEN,0.5,Bolivia,2021-08-27T00:00:00,2021-09-07T00:00:00,14856.0,Green impact for forestfire in 14856 ha,GWIS,BOL,WF,WF 1002126,0 in the burned area,Bolivia,27 Aug 2021  - 07 Sep 2021 ,11,14856 ha
"[-59.381199583898095, -17.037228124676382]",Forest fires in Bolivia,Forest fires in Bolivia,GREEN Forest fires in Bolivia from: 27 Aug 2021 to: 07 Sep 2021.,GREEN,1,GREEN,0.5,Bolivia,2021-08-27T00:00:00,2021-09-07T00:00:00,15273.0,Green impact for forestfire in 15273 ha,GWIS,BOL,WF,WF 1002110,0 in the burned area,Bolivia,27 Aug 2021  - 07 Sep 2021 ,11,15273 ha
"[-63.68178752933688, -13.449871078535478]",Forest fires in Bolivia,Forest fires in Bolivia,GREEN Forest fires in Bolivia from: 28 Aug 2021 to: 06 Sep 2021.,GREEN,1,GREEN,0.5,Bolivia,2021-08-28T00:00:00,2021-09-06T00:00:00,5361.0,Green impact for forestfire in 5361 ha,GWIS,BOL,WF,WF 1002266,0 in the burned area,Bolivia,28 Aug 2021  - 06 Sep 2021 ,9,5361 ha
"[29.590396150565738, -10.379199740664184]",Forest fires in Zambia,Forest fires in Zambia,GREEN Forest fires in Zambia from: 29 Aug 2021 to: 05 Sep 2021.,GREEN,1,GREEN,0.5,Zambia,2021-08-29T00:00:00,2021-09-05T00:00:00,7468.0,Green impact for forestfire in 7468 ha,GWIS,ZMB,WF,WF 1002200,0 in the burned area,Zambia,29 Aug 2021  - 05 Sep 2021 ,7,7468 ha
"[23.19191668672585, -17.168142374524976]",Forest fires in Zambia,Forest fires in Zambia,GREEN Forest fires in Zambia from: 31 Aug 2021 to: 05 Sep 2021.,GREEN,1,GREEN,0.5,Zambia,2021-08-31T00:00:00,2021-09-05T00:00:00,8945.0,Green impact for forestfire in 8945 ha,GWIS,ZMB,WF,WF 1002242,0 in the burned area,Zambia,31 Aug 2021  - 05 Sep 2021 ,5,8945 ha
"[-121.02162860321548, 46.828529392837446]",Forest fires in United States,Forest fires in United States,GREEN Forest fires in United States from: 17 Aug 2021 to: 05 Sep 2021.,GREEN,1,GREEN,0.5,United States,2021-08-17T00:00:00,2021-09-05T00:00:00,10737.0,Green impact for forestfire in 10737 ha,GWIS,USA,WF,WF 1001989,1 in the burned area,United States,17 Aug 2021  - 05 Sep 2021 ,19,10737 ha
"[29.47823932588422, -10.385095424528412]",Forest fires in Zambia,Forest fires in Zambia,GREEN Forest fires in Zambia from: 29 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,Zambia,2021-08-29T00:00:00,2021-09-04T00:00:00,14123.0,Green impact for forestfire in 14123 ha,GWIS,ZMB,WF,WF 1002246,0 in the burned area,Zambia,29 Aug 2021  - 04 Sep 2021 ,6,14123 ha
"[28.736982004848734, -10.747843547236984]",Forest fires in Zambia,Forest fires in Zambia,GREEN Forest fires in Zambia from: 29 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,Zambia,2021-08-29T00:00:00,2021-09-04T00:00:00,10944.0,Green impact for forestfire in 10944 ha,GWIS,ZMB,WF,WF 1002226,0 in the burned area,Zambia,29 Aug 2021  - 04 Sep 2021 ,6,10944 ha
"[26.72011916693659, -11.617585768203323]",Forest fires in The Democratic Republic of Congo,Forest fires in The Democratic Republic of Congo,GREEN Forest fires in The Democratic Republic of Congo from: 29 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,The Democratic Republic of Congo,2021-08-29T00:00:00,2021-09-04T00:00:00,5188.0,Green impact for forestfire in 5188 ha,GWIS,COD,WF,WF 1002227,0 in the burned area,The Democratic Republic of Congo,29 Aug 2021  - 04 Sep 2021 ,6,5188 ha
"[21.80328306980965, -18.088436108330963]",Forest fires in Namibia,Forest fires in Namibia,GREEN Forest fires in Namibia from: 27 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,Namibia,2021-08-27T00:00:00,2021-09-04T00:00:00,11311.0,Green impact for forestfire in 11311 ha,GWIS,NAM,WF,WF 1002230,0 in the burned area,Namibia,27 Aug 2021  - 04 Sep 2021 ,8,11311 ha
"[22.024312939673443, -18.11906195497693]",Forest fires in Namibia,Forest fires in Namibia,GREEN Forest fires in Namibia from: 29 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,Namibia,2021-08-29T00:00:00,2021-09-04T00:00:00,8739.0,Green impact for forestfire in 8739 ha,GWIS,NAM,WF,WF 1002199,0 in the burned area,Namibia,29 Aug 2021  - 04 Sep 2021 ,6,8739 ha
"[29.7358893736504, -10.001503577928391]",Forest fires in Zambia,Forest fires in Zambia,GREEN Forest fires in Zambia from: 30 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,Zambia,2021-08-30T00:00:00,2021-09-04T00:00:00,9474.0,Green impact for forestfire in 9474 ha,GWIS,ZMB,WF,WF 1002160,0 in the burned area,Zambia,30 Aug 2021  - 04 Sep 2021 ,5,9474 ha
"[15.103822645578571, -18.31821071003787]",Forest fires in Namibia,Forest fires in Namibia,GREEN Forest fires in Namibia from: 31 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,Namibia,2021-08-31T00:00:00,2021-09-04T00:00:00,6672.0,Green impact for forestfire in 6672 ha,GWIS,NAM,WF,WF 1002156,0 in the burned area,Namibia,31 Aug 2021  - 04 Sep 2021 ,4,6672 ha
"[19.892054866942622, -13.175644966125187]",Forest fires in Angola,Forest fires in Angola,GREEN Forest fires in Angola from: 31 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,Angola,2021-08-31T00:00:00,2021-09-04T00:00:00,6362.0,Green impact for forestfire in 6362 ha,GWIS,AGO,WF,WF 1002157,0 in the burned area,Angola,31 Aug 2021  - 04 Sep 2021 ,4,6362 ha
"[-120.34114777949297, 47.96163630088204]",Forest fires in United States,Forest fires in United States,GREEN Forest fires in United States from: 17 Aug 2021 to: 04 Sep 2021.,GREEN,1,GREEN,0.5,United States,2021-08-17T00:00:00,2021-09-04T00:00:00,6330.0,Green impact for forestfire in 6330 ha,GWIS,USA,WF,WF 1002116,0 in the burned area,United States,17 Aug 2021  - 04 Sep 2021 ,18,6330 ha
"[17.973678073753504, -16.34660463512322]",Forest fires in Angola,Forest fires in Angola,GREEN Forest fires in Angola from: 31 Aug 2021 to: 03 Sep 2021.,GREEN,1,GREEN,0.5,Angola,2021-08-31T00:00:00,2021-09-03T00:00:00,7059.0,Green impact for forestfire in 7059 ha,GWIS,AGO,WF,WF 1002158,0 in the burned area,Angola,31 Aug 2021  - 03 Sep 2021 ,3,7059 ha
